event,startTime
B,07/03/2019 12:46
B,07/03/2019 12:46
F,07/03/2019 12:46
C,07/03/2019 12:46
C,07/03/2019 12:47
C,07/03/2019 12:47
A,07/03/2019 12:47
C,07/03/2019 12:47
F,07/03/2019 12:47
F,07/03/2019 12:48
E,07/03/2019 12:48
B,07/03/2019 12:48
E,07/03/2019 12:48
F,07/03/2019 12:49
C,07/03/2019 12:49
F,07/03/2019 12:49
E,07/03/2019 12:50
A,07/03/2019 12:50
F,07/03/2019 12:51
B,07/03/2019 12:51
D,07/03/2019 12:52
A,07/03/2019 12:53
C,07/03/2019 12:53
B,07/03/2019 12:54
F,07/03/2019 12:54
D,07/03/2019 12:55
C,07/03/2019 12:56
A,07/03/2019 12:56
A,07/03/2019 12:57
F,07/03/2019 12:57
B,07/03/2019 12:57
B,07/03/2019 12:58
D,07/03/2019 12:58
C,07/03/2019 12:59
C,07/03/2019 12:59
E,07/03/2019 13:00
F,07/03/2019 13:00
A,07/03/2019 13:00
A,07/03/2019 13:00
F,07/03/2019 13:01
B,07/03/2019 13:01
B,07/03/2019 13:01
A,07/03/2019 13:01
A,07/03/2019 13:02
A,07/03/2019 13:02
D,07/03/2019 13:02
C,07/03/2019 13:02
B,07/03/2019 13:02
B,07/03/2019 13:03
B,07/03/2019 13:03
C,07/03/2019 13:03
E,07/03/2019 13:03
A,07/03/2019 13:03
A,07/03/2019 13:03
D,07/03/2019 13:03
E,07/03/2019 13:04
A,07/03/2019 13:04
C,07/03/2019 13:04
A,07/03/2019 13:04
F,07/03/2019 13:04
F,07/03/2019 13:04
B,07/03/2019 13:04
B,07/03/2019 13:04
A,07/03/2019 13:04
C,07/03/2019 13:04
A,07/03/2019 13:04
C,07/03/2019 13:05
B,07/03/2019 13:05
D,07/03/2019 13:05
B,07/03/2019 13:05
C,07/03/2019 13:05
E,07/03/2019 13:05
B,07/03/2019 13:05
F,07/03/2019 13:05
B,07/03/2019 13:05
A,07/03/2019 13:05
F,07/03/2019 13:06
D,07/03/2019 13:06
F,07/03/2019 13:06
C,07/03/2019 13:06
A,07/03/2019 13:06
E,07/03/2019 13:06
C,07/03/2019 13:06
A,07/03/2019 13:06
D,07/03/2019 13:06
E,07/03/2019 13:06
B,07/03/2019 13:06
C,07/03/2019 13:07
A,07/03/2019 13:07
D,07/03/2019 13:07
B,07/03/2019 13:07
F,07/03/2019 13:07
F,07/03/2019 13:07
B,07/03/2019 13:07
A,07/03/2019 13:07
C,07/03/2019 13:07
C,07/03/2019 13:07
A,07/03/2019 13:07
E,07/03/2019 13:07
F,07/03/2019 13:08
A,07/03/2019 13:08
B,07/03/2019 13:08
F,07/03/2019 13:08
E,07/03/2019 13:08
C,07/03/2019 13:08
B,07/03/2019 13:08
F,07/03/2019 13:08
F,07/03/2019 13:08
B,07/03/2019 13:08
C,07/03/2019 13:08
B,07/03/2019 13:09
C,07/03/2019 13:09
C,07/03/2019 13:09
E,07/03/2019 13:09
C,07/03/2019 13:09
D,07/03/2019 13:09
F,07/03/2019 13:09
E,07/03/2019 13:10
E,07/03/2019 13:10
F,07/03/2019 13:10
F,07/03/2019 13:10
D,07/03/2019 13:10
C,07/03/2019 13:10
C,07/03/2019 13:11
F,07/03/2019 13:11
F,07/03/2019 13:11
F,07/03/2019 13:11
A,07/03/2019 13:11
F,07/03/2019 13:12
B,07/03/2019 13:12
C,07/03/2019 13:13
A,07/03/2019 13:14
A,07/03/2019 13:14
A,07/03/2019 13:14
D,07/03/2019 13:14
B,07/03/2019 13:15
B,07/03/2019 13:15
B,07/03/2019 13:15
F,07/03/2019 13:15
C,07/03/2019 13:16
C,07/03/2019 13:16
E,07/03/2019 13:16
E,07/03/2019 13:17
E,07/03/2019 13:17
A,07/03/2019 13:17
C,07/03/2019 13:17
A,07/03/2019 13:18
A,07/03/2019 13:18
F,07/03/2019 13:18
F,07/03/2019 13:18
A,07/03/2019 13:18
B,07/03/2019 13:18
F,07/03/2019 13:18
B,07/03/2019 13:19
B,07/03/2019 13:19
B,07/03/2019 13:19
D,07/03/2019 13:19
C,07/03/2019 13:20
A,07/03/2019 13:20
E,07/03/2019 13:20
A,07/03/2019 13:20
D,07/03/2019 13:20
C,07/03/2019 13:20
A,07/03/2019 13:20
A,07/03/2019 13:20
D,07/03/2019 13:21
B,07/03/2019 13:21
C,07/03/2019 13:21
B,07/03/2019 13:21
C,07/03/2019 13:21
F,07/03/2019 13:21
B,07/03/2019 13:21
B,07/03/2019 13:21
F,07/03/2019 13:22
C,07/03/2019 13:22
F,07/03/2019 13:22
E,07/03/2019 13:22
F,07/03/2019 13:22
A,07/03/2019 13:22
D,07/03/2019 13:22
D,07/03/2019 13:22
E,07/03/2019 13:23
C,07/03/2019 13:23
B,07/03/2019 13:23
C,07/03/2019 13:23
C,07/03/2019 13:23
F,07/03/2019 13:24
A,07/03/2019 13:24
F,07/03/2019 13:24
D,07/03/2019 13:24
F,07/03/2019 13:24
F,07/03/2019 13:24
B,07/03/2019 13:25
A,07/03/2019 13:25
C,07/03/2019 13:25
A,07/03/2019 13:26
D,07/03/2019 13:26
B,07/03/2019 13:26
F,07/03/2019 13:26
A,07/03/2019 13:27
B,07/03/2019 13:27
A,07/03/2019 13:27
A,07/03/2019 13:27
C,07/03/2019 13:27
C,07/03/2019 13:27
A,07/03/2019 13:27
A,07/03/2019 13:27
B,07/03/2019 13:28
D,07/03/2019 13:28
B,07/03/2019 13:28
B,07/03/2019 13:28
F,07/03/2019 13:28
D,07/03/2019 13:28
B,07/03/2019 13:28
B,07/03/2019 13:28
C,07/03/2019 13:29
C,07/03/2019 13:29
A,07/03/2019 13:29
E,07/03/2019 13:29
E,07/03/2019 13:29
F,07/03/2019 13:29
C,07/03/2019 13:29
E,07/03/2019 13:29
E,07/03/2019 13:30
F,07/03/2019 13:30
B,07/03/2019 13:30
C,07/03/2019 13:30
A,07/03/2019 13:30
C,07/03/2019 13:30
D,07/03/2019 13:30
C,07/03/2019 13:30
F,07/03/2019 13:31
C,07/03/2019 13:31
F,07/03/2019 13:31
B,07/03/2019 13:31
F,07/03/2019 13:31
A,07/03/2019 13:31
A,07/03/2019 13:31
A,07/03/2019 13:31
F,07/03/2019 13:31
F,07/03/2019 13:31
D,07/03/2019 13:32
E,07/03/2019 13:32
B,07/03/2019 13:32
B,07/03/2019 13:32
B,07/03/2019 13:32
A,07/03/2019 13:32
F,07/03/2019 13:33
C,07/03/2019 13:33
C,07/03/2019 13:33
A,07/03/2019 13:33
D,07/03/2019 13:33
A,07/03/2019 13:33
C,07/03/2019 13:33
B,07/03/2019 13:33
F,07/03/2019 13:34
A,07/03/2019 13:34
E,07/03/2019 13:34
B,07/03/2019 13:34
C,07/03/2019 13:34
B,07/03/2019 13:34
A,07/03/2019 13:34
E,07/03/2019 13:34
C,07/03/2019 13:34
B,07/03/2019 13:35
A,07/03/2019 13:35
F,07/03/2019 13:35
C,07/03/2019 13:35
F,07/03/2019 13:35
D,07/03/2019 13:35
A,07/03/2019 13:35
B,07/03/2019 13:35
F,07/03/2019 13:35
E,07/03/2019 13:35
E,07/03/2019 13:36
B,07/03/2019 13:36
D,07/03/2019 13:36
C,07/03/2019 13:36
B,07/03/2019 13:36
C,07/03/2019 13:36
F,07/03/2019 13:36
C,07/03/2019 13:37
E,07/03/2019 13:37
F,07/03/2019 13:37
F,07/03/2019 13:37
E,07/03/2019 13:37
E,07/03/2019 13:37
F,07/03/2019 13:38
C,07/03/2019 13:38
A,07/03/2019 13:38
C,07/03/2019 13:38
F,07/03/2019 13:38
A,07/03/2019 13:39
F,07/03/2019 13:39
B,07/03/2019 13:39
F,07/03/2019 13:39
B,07/03/2019 13:40
D,07/03/2019 13:40
D,07/03/2019 13:41
C,07/03/2019 13:41
C,07/03/2019 13:42
A,07/03/2019 13:42
F,07/03/2019 13:42
A,07/03/2019 13:43
F,07/03/2019 13:43
B,07/03/2019 13:43
A,07/03/2019 13:43
B,07/03/2019 13:44
A,07/03/2019 13:44
E,07/03/2019 13:44
B,07/03/2019 13:44
E,07/03/2019 13:45
B,07/03/2019 13:45
C,07/03/2019 13:45
C,07/03/2019 13:45
C,07/03/2019 13:46
E,07/03/2019 13:46
F,07/03/2019 13:46
E,07/03/2019 13:46
F,07/03/2019 13:47
A,07/03/2019 13:47
A,07/03/2019 13:47
C,07/03/2019 13:47
A,07/03/2019 13:47
A,07/03/2019 13:47
F,07/03/2019 13:47
B,07/03/2019 13:48
B,07/03/2019 13:48
F,07/03/2019 13:48
B,07/03/2019 13:48
B,07/03/2019 13:48
D,07/03/2019 13:49
E,07/03/2019 13:49
E,07/03/2019 13:49
D,07/03/2019 13:49
C,07/03/2019 13:50
C,07/03/2019 13:50
A,07/03/2019 13:50
A,07/03/2019 13:50
A,07/03/2019 13:50
C,07/03/2019 13:50
C,07/03/2019 13:50
F,07/03/2019 13:51
F,07/03/2019 13:51
B,07/03/2019 13:51
B,07/03/2019 13:51
B,07/03/2019 13:51
F,07/03/2019 13:51
F,07/03/2019 13:51
E,07/03/2019 13:52
C,07/03/2019 13:52
D,07/03/2019 13:52
C,07/03/2019 13:53
E,07/03/2019 13:53
C,07/03/2019 13:53
F,07/03/2019 13:54
F,07/03/2019 13:54
F,07/03/2019 13:54
A,07/03/2019 13:54
B,07/03/2019 13:55
D,07/03/2019 13:56
A,07/03/2019 13:57
C,07/03/2019 13:57
A,07/03/2019 13:58
B,07/03/2019 13:58
A,07/03/2019 13:58
F,07/03/2019 13:58
B,07/03/2019 13:59
C,07/03/2019 13:59
B,07/03/2019 13:59
A,07/03/2019 13:59
C,07/03/2019 14:00
D,07/03/2019 14:00
A,07/03/2019 14:00
C,07/03/2019 14:00
B,07/03/2019 14:00
E,07/03/2019 14:01
F,07/03/2019 14:01
B,07/03/2019 14:01
E,07/03/2019 14:01
C,07/03/2019 14:01
A,07/03/2019 14:01
A,07/03/2019 14:01
F,07/03/2019 14:02
D,07/03/2019 14:02
F,07/03/2019 14:02
D,07/03/2019 14:02
A,07/03/2019 14:02
B,07/03/2019 14:02
B,07/03/2019 14:02
A,07/03/2019 14:03
A,07/03/2019 14:03
A,07/03/2019 14:03
C,07/03/2019 14:03
A,07/03/2019 14:03
F,07/03/2019 14:03
B,07/03/2019 14:03
A,07/03/2019 14:03
D,07/03/2019 14:03
E,07/03/2019 14:03
A,07/03/2019 14:04
B,07/03/2019 14:04
B,07/03/2019 14:04
B,07/03/2019 14:04
F,07/03/2019 14:04
B,07/03/2019 14:04
C,07/03/2019 14:04
B,07/03/2019 14:04
C,07/03/2019 14:04
C,07/03/2019 14:04
B,07/03/2019 14:05
C,07/03/2019 14:05
E,07/03/2019 14:05
E,07/03/2019 14:05
E,07/03/2019 14:05
A,07/03/2019 14:05
E,07/03/2019 14:05
E,07/03/2019 14:05
F,07/03/2019 14:05
F,07/03/2019 14:05
E,07/03/2019 14:06
D,07/03/2019 14:06
C,07/03/2019 14:06
A,07/03/2019 14:06
C,07/03/2019 14:06
C,07/03/2019 14:06
A,07/03/2019 14:06
B,07/03/2019 14:06
F,07/03/2019 14:06
C,07/03/2019 14:06
C,07/03/2019 14:07
F,07/03/2019 14:07
F,07/03/2019 14:07
B,07/03/2019 14:07
F,07/03/2019 14:07
A,07/03/2019 14:07
F,07/03/2019 14:07
B,07/03/2019 14:07
D,07/03/2019 14:07
F,07/03/2019 14:07
F,07/03/2019 14:08
D,07/03/2019 14:08
B,07/03/2019 14:08
A,07/03/2019 14:08
C,07/03/2019 14:08
C,07/03/2019 14:08
A,07/03/2019 14:09
C,07/03/2019 14:09
D,07/03/2019 14:09
B,07/03/2019 14:09
D,07/03/2019 14:09
A,07/03/2019 14:09
F,07/03/2019 14:09
B,07/03/2019 14:10
F,07/03/2019 14:10
C,07/03/2019 14:10
D,07/03/2019 14:10
F,07/03/2019 14:10
B,07/03/2019 14:10
D,07/03/2019 14:11
F,07/03/2019 14:11
C,07/03/2019 14:11
C,07/03/2019 14:11
C,07/03/2019 14:12
F,07/03/2019 14:12
A,07/03/2019 14:12
E,07/03/2019 14:12
F,07/03/2019 14:13
A,07/03/2019 14:13
A,07/03/2019 14:13
B,07/03/2019 14:13
F,07/03/2019 14:13
B,07/03/2019 14:14
B,07/03/2019 14:14
C,07/03/2019 14:14
E,07/03/2019 14:15
E,07/03/2019 14:15
D,07/03/2019 14:15
C,07/03/2019 14:16
C,07/03/2019 14:16
F,07/03/2019 14:16
F,07/03/2019 14:17
F,07/03/2019 14:17
A,07/03/2019 14:19
B,07/03/2019 14:20
D,07/03/2019 14:21
A,07/03/2019 14:22
C,07/03/2019 14:22
B,07/03/2019 14:23
A,07/03/2019 14:23
A,07/03/2019 14:23
F,07/03/2019 14:23
E,07/03/2019 14:24
B,07/03/2019 14:24
B,07/03/2019 14:24
C,07/03/2019 14:25
C,07/03/2019 14:25
D,07/03/2019 14:25
F,07/03/2019 14:26
E,07/03/2019 14:26
C,07/03/2019 14:26
A,07/03/2019 14:26
A,07/03/2019 14:26
F,07/03/2019 14:27
F,07/03/2019 14:27
B,07/03/2019 14:27
B,07/03/2019 14:27
A,07/03/2019 14:27
A,07/03/2019 14:27
E,07/03/2019 14:28
A,07/03/2019 14:28
A,07/03/2019 14:28
E,07/03/2019 14:28
A,07/03/2019 14:28
B,07/03/2019 14:28
B,07/03/2019 14:28
C,07/03/2019 14:29
B,07/03/2019 14:29
B,07/03/2019 14:29
C,07/03/2019 14:29
B,07/03/2019 14:29
E,07/03/2019 14:29
D,07/03/2019 14:29
F,07/03/2019 14:30
E,07/03/2019 14:30
E,07/03/2019 14:30
F,07/03/2019 14:30
E,07/03/2019 14:30
C,07/03/2019 14:30
C,07/03/2019 14:30
C,07/03/2019 14:31
A,07/03/2019 14:31
C,07/03/2019 14:31
C,07/03/2019 14:31
F,07/03/2019 14:31
F,07/03/2019 14:31
F,07/03/2019 14:32
B,07/03/2019 14:32
F,07/03/2019 14:32
F,07/03/2019 14:32
D,07/03/2019 14:33
A,07/03/2019 14:33
C,07/03/2019 14:34
B,07/03/2019 14:34
A,07/03/2019 14:34
F,07/03/2019 14:35
D,07/03/2019 14:35
B,07/03/2019 14:35
C,07/03/2019 14:36
E,07/03/2019 14:36
A,07/03/2019 14:37
F,07/03/2019 14:37
A,07/03/2019 14:37
C,07/03/2019 14:37
B,07/03/2019 14:38
A,07/03/2019 14:38
B,07/03/2019 14:38
F,07/03/2019 14:38
C,07/03/2019 14:39
B,07/03/2019 14:39
C,07/03/2019 14:39
D,07/03/2019 14:40
D,07/03/2019 14:40
D,07/03/2019 14:40
F,07/03/2019 14:41
A,07/03/2019 14:41
C,07/03/2019 14:41
F,07/03/2019 14:41
B,07/03/2019 14:42
F,07/03/2019 14:42
A,07/03/2019 14:42
A,07/03/2019 14:42
D,07/03/2019 14:43
B,07/03/2019 14:43
B,07/03/2019 14:43
C,07/03/2019 14:44
E,07/03/2019 14:44
C,07/03/2019 14:44
A,07/03/2019 14:45
F,07/03/2019 14:45
C,07/03/2019 14:45
D,07/03/2019 14:45
B,07/03/2019 14:46
F,07/03/2019 14:46
F,07/03/2019 14:46
E,07/03/2019 14:47
A,07/03/2019 14:47
C,07/03/2019 14:48
B,07/03/2019 14:48
A,07/03/2019 14:48
A,07/03/2019 14:48
F,07/03/2019 14:49
D,07/03/2019 14:49
B,07/03/2019 14:49
B,07/03/2019 14:49
A,07/03/2019 14:50
C,07/03/2019 14:50
C,07/03/2019 14:50
A,07/03/2019 14:50
E,07/03/2019 14:50
B,07/03/2019 14:51
F,07/03/2019 14:51
D,07/03/2019 14:51
A,07/03/2019 14:51
B,07/03/2019 14:51
C,07/03/2019 14:51
D,07/03/2019 14:52
F,07/03/2019 14:52
B,07/03/2019 14:52
D,07/03/2019 14:52
F,07/03/2019 14:52
C,07/03/2019 14:53
C,07/03/2019 14:53
C,07/03/2019 14:53
A,07/03/2019 14:53
F,07/03/2019 14:54
A,07/03/2019 14:54
A,07/03/2019 14:54
D,07/03/2019 14:54
F,07/03/2019 14:54
B,07/03/2019 14:54
B,07/03/2019 14:55
B,07/03/2019 14:55
F,07/03/2019 14:55
A,07/03/2019 14:55
A,07/03/2019 14:55
C,07/03/2019 14:55
C,07/03/2019 14:56
C,07/03/2019 14:56
A,07/03/2019 14:56
B,07/03/2019 14:56
B,07/03/2019 14:56
E,07/03/2019 14:56
E,07/03/2019 14:57
A,07/03/2019 14:57
D,07/03/2019 14:57
B,07/03/2019 14:57
E,07/03/2019 14:57
E,07/03/2019 14:57
F,07/03/2019 14:57
F,07/03/2019 14:58
B,07/03/2019 14:58
F,07/03/2019 14:58
C,07/03/2019 14:58
C,07/03/2019 14:58
C,07/03/2019 14:58
E,07/03/2019 14:59
D,07/03/2019 14:59
A,07/03/2019 14:59
F,07/03/2019 14:59
F,07/03/2019 14:59
A,07/03/2019 14:59
C,07/03/2019 15:00
F,07/03/2019 15:00
B,07/03/2019 15:00
A,07/03/2019 15:00
B,07/03/2019 15:00
F,07/03/2019 15:01
E,07/03/2019 15:01
B,07/03/2019 15:01
D,07/03/2019 15:01
C,07/03/2019 15:02
D,07/03/2019 15:02
C,07/03/2019 15:02
F,07/03/2019 15:03
C,07/03/2019 15:03
F,07/03/2019 15:03
A,07/03/2019 15:04
F,07/03/2019 15:04
B,07/03/2019 15:05
A,07/03/2019 15:05
A,07/03/2019 15:05
E,07/03/2019 15:06
B,07/03/2019 15:06
B,07/03/2019 15:06
C,07/03/2019 15:07
E,07/03/2019 15:07
A,07/03/2019 15:07
E,07/03/2019 15:07
A,07/03/2019 15:08
F,07/03/2019 15:08
C,07/03/2019 15:08
B,07/03/2019 15:08
C,07/03/2019 15:08
B,07/03/2019 15:09
A,07/03/2019 15:09
A,07/03/2019 15:09
F,07/03/2019 15:09
C,07/03/2019 15:09
A,07/03/2019 15:09
F,07/03/2019 15:09
D,07/03/2019 15:10
A,07/03/2019 15:10
B,07/03/2019 15:10
B,07/03/2019 15:10
D,07/03/2019 15:10
B,07/03/2019 15:10
C,07/03/2019 15:11
B,07/03/2019 15:11
C,07/03/2019 15:11
C,07/03/2019 15:11
F,07/03/2019 15:11
E,07/03/2019 15:11
F,07/03/2019 15:12
D,07/03/2019 15:12
A,07/03/2019 15:12
E,07/03/2019 15:12
E,07/03/2019 15:12
C,07/03/2019 15:12
C,07/03/2019 15:13
B,07/03/2019 15:13
F,07/03/2019 15:13
F,07/03/2019 15:13
F,07/03/2019 15:13
F,07/03/2019 15:14
C,07/03/2019 15:14
A,07/03/2019 15:14
A,07/03/2019 15:15
E,07/03/2019 15:15
B,07/03/2019 15:15
B,07/03/2019 15:16
F,07/03/2019 15:16
E,07/03/2019 15:16
A,07/03/2019 15:16
A,07/03/2019 15:16
C,07/03/2019 15:17
C,07/03/2019 15:17
B,07/03/2019 15:17
A,07/03/2019 15:17
B,07/03/2019 15:17
D,07/03/2019 15:18
F,07/03/2019 15:18
D,07/03/2019 15:18
B,07/03/2019 15:18
A,07/03/2019 15:18
A,07/03/2019 15:18
D,07/03/2019 15:18
F,07/03/2019 15:19
A,07/03/2019 15:19
C,07/03/2019 15:19
D,07/03/2019 15:19
B,07/03/2019 15:19
B,07/03/2019 15:19
C,07/03/2019 15:19
B,07/03/2019 15:20
F,07/03/2019 15:20
C,07/03/2019 15:20
C,07/03/2019 15:20
E,07/03/2019 15:20
F,07/03/2019 15:20
A,07/03/2019 15:21
A,07/03/2019 15:21
E,07/03/2019 15:21
F,07/03/2019 15:21
E,07/03/2019 15:21
C,07/03/2019 15:21
B,07/03/2019 15:22
B,07/03/2019 15:22
C,07/03/2019 15:22
A,07/03/2019 15:22
F,07/03/2019 15:22
F,07/03/2019 15:22
E,07/03/2019 15:23
E,07/03/2019 15:23
F,07/03/2019 15:23
B,07/03/2019 15:23
A,07/03/2019 15:23
C,07/03/2019 15:24
C,07/03/2019 15:24
A,07/03/2019 15:24
D,07/03/2019 15:24
A,07/03/2019 15:24
B,07/03/2019 15:24
F,07/03/2019 15:25
F,07/03/2019 15:25
B,07/03/2019 15:25
C,07/03/2019 15:25
B,07/03/2019 15:25
C,07/03/2019 15:25
E,07/03/2019 15:26
F,07/03/2019 15:26
E,07/03/2019 15:26
A,07/03/2019 15:26
A,07/03/2019 15:26
A,07/03/2019 15:26
D,07/03/2019 15:26
C,07/03/2019 15:27
A,07/03/2019 15:27
C,07/03/2019 15:27
B,07/03/2019 15:27
B,07/03/2019 15:27
B,07/03/2019 15:27
F,07/03/2019 15:27
F,07/03/2019 15:28
B,07/03/2019 15:28
F,07/03/2019 15:28
C,07/03/2019 15:28
E,07/03/2019 15:28
D,07/03/2019 15:28
E,07/03/2019 15:29
A,07/03/2019 15:29
A,07/03/2019 15:29
E,07/03/2019 15:29
C,07/03/2019 15:29
C,07/03/2019 15:29
A,07/03/2019 15:30
C,07/03/2019 15:30
A,07/03/2019 15:30
B,07/03/2019 15:30
B,07/03/2019 15:30
F,07/03/2019 15:30
F,07/03/2019 15:30
F,07/03/2019 15:30
B,07/03/2019 15:31
F,07/03/2019 15:31
B,07/03/2019 15:31
C,07/03/2019 15:31
C,07/03/2019 15:31
C,07/03/2019 15:32
A,07/03/2019 15:32
A,07/03/2019 15:32
C,07/03/2019 15:32
D,07/03/2019 15:32
E,07/03/2019 15:32
A,07/03/2019 15:33
E,07/03/2019 15:33
B,07/03/2019 15:33
B,07/03/2019 15:33
A,07/03/2019 15:33
E,07/03/2019 15:33
F,07/03/2019 15:33
F,07/03/2019 15:33
A,07/03/2019 15:33
A,07/03/2019 15:34
B,07/03/2019 15:34
F,07/03/2019 15:34
E,07/03/2019 15:34
E,07/03/2019 15:34
B,07/03/2019 15:34
F,07/03/2019 15:34
B,07/03/2019 15:34
B,07/03/2019 15:35
E,07/03/2019 15:35
C,07/03/2019 15:35
C,07/03/2019 15:35
E,07/03/2019 15:35
A,07/03/2019 15:35
C,07/03/2019 15:35
D,07/03/2019 15:36
C,07/03/2019 15:36
F,07/03/2019 15:36
F,07/03/2019 15:36
C,07/03/2019 15:36
B,07/03/2019 15:36
D,07/03/2019 15:36
C,07/03/2019 15:37
F,07/03/2019 15:37
F,07/03/2019 15:37
E,07/03/2019 15:37
F,07/03/2019 15:37
A,07/03/2019 15:37
F,07/03/2019 15:38
C,07/03/2019 15:38
B,07/03/2019 15:38
F,07/03/2019 15:39
C,07/03/2019 15:39
D,07/03/2019 15:40
A,07/03/2019 15:41
A,07/03/2019 15:41
F,07/03/2019 15:41
B,07/03/2019 15:42
B,07/03/2019 15:42
A,07/03/2019 15:43
A,07/03/2019 15:43
C,07/03/2019 15:43
D,07/03/2019 15:43
B,07/03/2019 15:44
B,07/03/2019 15:44
A,07/03/2019 15:44
E,07/03/2019 15:44
C,07/03/2019 15:44
A,07/03/2019 15:44
E,07/03/2019 15:45
C,07/03/2019 15:45
B,07/03/2019 15:45
F,07/03/2019 15:45
F,07/03/2019 15:45
B,07/03/2019 15:45
C,07/03/2019 15:46
E,07/03/2019 15:46
E,07/03/2019 15:46
D,07/03/2019 15:46
F,07/03/2019 15:47
A,07/03/2019 15:47
F,07/03/2019 15:47
C,07/03/2019 15:47
C,07/03/2019 15:47
B,07/03/2019 15:48
F,07/03/2019 15:48
A,07/03/2019 15:48
F,07/03/2019 15:48
D,07/03/2019 15:49
B,07/03/2019 15:49
A,07/03/2019 15:49
C,07/03/2019 15:50
A,07/03/2019 15:50
C,07/03/2019 15:50
B,07/03/2019 15:50
A,07/03/2019 15:51
F,07/03/2019 15:51
A,07/03/2019 15:51
B,07/03/2019 15:51
E,07/03/2019 15:51
C,07/03/2019 15:51
B,07/03/2019 15:52
B,07/03/2019 15:52
E,07/03/2019 15:52
F,07/03/2019 15:52
D,07/03/2019 15:52
A,07/03/2019 15:52
C,07/03/2019 15:53
A,07/03/2019 15:53
E,07/03/2019 15:53
C,07/03/2019 15:53
F,07/03/2019 15:53
A,07/03/2019 15:53
B,07/03/2019 15:53
D,07/03/2019 15:54
A,07/03/2019 15:54
A,07/03/2019 15:54
B,07/03/2019 15:54
C,07/03/2019 15:54
F,07/03/2019 15:54
A,07/03/2019 15:54
A,07/03/2019 15:54
A,07/03/2019 15:54
B,07/03/2019 15:54
D,07/03/2019 15:54
F,07/03/2019 15:55
B,07/03/2019 15:55
B,07/03/2019 15:55
D,07/03/2019 15:55
F,07/03/2019 15:55
B,07/03/2019 15:55
B,07/03/2019 15:55
B,07/03/2019 15:55
E,07/03/2019 15:55
C,07/03/2019 15:55
C,07/03/2019 15:56
D,07/03/2019 15:56
C,07/03/2019 15:56
E,07/03/2019 15:56
E,07/03/2019 15:56
C,07/03/2019 15:56
C,07/03/2019 15:56
F,07/03/2019 15:56
E,07/03/2019 15:57
C,07/03/2019 15:57
A,07/03/2019 15:57
F,07/03/2019 15:57
A,07/03/2019 15:57
C,07/03/2019 15:57
C,07/03/2019 15:57
E,07/03/2019 15:57
F,07/03/2019 15:57
A,07/03/2019 15:58
F,07/03/2019 15:58
F,07/03/2019 15:58
B,07/03/2019 15:58
B,07/03/2019 15:58
F,07/03/2019 15:58
F,07/03/2019 15:58
F,07/03/2019 15:58
A,07/03/2019 15:58
A,07/03/2019 15:59
B,07/03/2019 15:59
E,07/03/2019 15:59
E,07/03/2019 15:59
B,07/03/2019 15:59
B,07/03/2019 16:00
D,07/03/2019 16:00
C,07/03/2019 16:00
A,07/03/2019 16:00
C,07/03/2019 16:00
C,07/03/2019 16:00
E,07/03/2019 16:01
C,07/03/2019 16:01
F,07/03/2019 16:01
B,07/03/2019 16:01
F,07/03/2019 16:01
A,07/03/2019 16:01
D,07/03/2019 16:01
C,07/03/2019 16:02
F,07/03/2019 16:02
E,07/03/2019 16:02
A,07/03/2019 16:02
A,07/03/2019 16:02
B,07/03/2019 16:02
F,07/03/2019 16:02
F,07/03/2019 16:03
A,07/03/2019 16:03
C,07/03/2019 16:03
A,07/03/2019 16:03
B,07/03/2019 16:03
B,07/03/2019 16:03
E,07/03/2019 16:03
B,07/03/2019 16:04
F,07/03/2019 16:04
B,07/03/2019 16:04
E,07/03/2019 16:04
C,07/03/2019 16:04
C,07/03/2019 16:04
D,07/03/2019 16:05
C,07/03/2019 16:05
C,07/03/2019 16:05
D,07/03/2019 16:05
F,07/03/2019 16:05
C,07/03/2019 16:06
D,07/03/2019 16:06
F,07/03/2019 16:06
F,07/03/2019 16:06
F,07/03/2019 16:07
F,07/03/2019 16:07
A,07/03/2019 16:08
B,07/03/2019 16:09
C,07/03/2019 16:10
A,07/03/2019 16:10
A,07/03/2019 16:10
D,07/03/2019 16:11
B,07/03/2019 16:11
A,07/03/2019 16:11
B,07/03/2019 16:11
F,07/03/2019 16:12
D,07/03/2019 16:12
B,07/03/2019 16:12
A,07/03/2019 16:12
D,07/03/2019 16:12
A,07/03/2019 16:12
C,07/03/2019 16:13
A,07/03/2019 16:13
E,07/03/2019 16:13
B,07/03/2019 16:13
C,07/03/2019 16:13
B,07/03/2019 16:13
F,07/03/2019 16:14
B,07/03/2019 16:14
C,07/03/2019 16:14
D,07/03/2019 16:14
F,07/03/2019 16:14
D,07/03/2019 16:14
C,07/03/2019 16:15
F,07/03/2019 16:15
C,07/03/2019 16:15
C,07/03/2019 16:15
E,07/03/2019 16:16
F,07/03/2019 16:16
A,07/03/2019 16:16
F,07/03/2019 16:16
F,07/03/2019 16:17
B,07/03/2019 16:17
E,07/03/2019 16:18
A,07/03/2019 16:18
A,07/03/2019 16:19
C,07/03/2019 16:19
B,07/03/2019 16:19
A,07/03/2019 16:19
B,07/03/2019 16:20
F,07/03/2019 16:20
D,07/03/2019 16:20
B,07/03/2019 16:20
E,07/03/2019 16:21
A,07/03/2019 16:21
C,07/03/2019 16:21
E,07/03/2019 16:21
C,07/03/2019 16:22
B,07/03/2019 16:22
